step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
345,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
346,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
347,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
348,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
349,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
350,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
351,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
352,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
353,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
354,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
355,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
356,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
357,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
358,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
359,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
360,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
361,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
362,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
363,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
364,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
365,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
366,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
367,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
368,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
369,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
370,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
371,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
372,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
373,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
374,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
375,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
376,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
377,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
378,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
379,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
380,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
381,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
382,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
383,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
384,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
385,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
386,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
387,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
388,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
389,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
390,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
391,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
392,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
393,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
394,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
395,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
396,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
397,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
398,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
399,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
